game_id,season,week,team,season_type,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,total_off_points,total_def_points,extra_point,field_goal,kickoff,no_play,pass_snaps,punt,qb_kneel,qb_spike,rush_snaps,defense_snaps,st_snaps,rush_pct,pass_pct,home_win,home_loss,home_tie,away_win,away_loss,away_tie,win,loss,tie,record,win_pct,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,average_defensive_two_point_attempt,average_defensive_two_point_conv,average_defensive_extra_point_attempt,average_defensive_extra_point_conv
2015_08_TB_ATL,2015,8,TB,REG,0,1,4,3,2,2,0,55,11,0,1,10,0,0,0,0,0,20,0,2,2,6,10,46,0,0,0,27,73,10,0.37,0.63,0,0,0,1,0,0,3,4,0,'3-4-0,0.429,0,0.571428571,2.428571429,1.285714286,1.571428571,0.857142857,0,40.71428571,14,7,2.428571429,5.571428571,0.285714286,0,0,0,0
2015_09_NYG_TB,2015,9,TB,REG,0,2,2,0,1,1,1,37,24,22,0,2,0,0,0,0,0,26,0,2,4,6,5,40,1,1,0,33,74,13,0.45,0.54,0,1,0,0,0,0,3,5,0,'3-5-0,0.375,0,0.75,2.375,1.125,1.5,0.875,0.125,40.25,15.25,8.875,2.125,5.125,0.25,0,0,0,0
2015_10_DAL_TB,2015,10,TB,REG,0,1,2,0,1,1,0,32,13,12,3,4,0,0,0,0,0,6,0,0,3,3,2,31,6,0,1,21,53,12,0.4,0.58,1,0,0,0,0,0,4,5,0,'4-5-0,0.444,0,0.777777778,2.333333333,1,1.444444444,0.888888889,0.111111111,39.33333333,15,9.222222222,2.222222222,5,0.222222222,0,0,0,0
2015_11_TB_PHI,2015,11,TB,REG,0,3,1,1,1,0,0,57,8,0,3,5,1,0,0,0,0,18,6,2,1,8,2,44,6,0,0,28,72,17,0.39,0.61,0,0,0,1,0,0,5,5,0,'5-5-0,0.5,0,1,2.2,1,1.4,0.8,0.1,41.1,14.3,8.3,2.3,5,0.3,0,0,0,0
2015_12_TB_IND,2015,12,TB,REG,0,0,1,0,1,0,1,45,9,0,3,11,0,0,0,0,0,25,0,2,4,4,9,45,3,3,0,23,71,13,0.32,0.63,0,0,0,0,1,0,5,6,0,'5-6-0,0.455,0,0.909090909,2.090909091,0.909090909,1.363636364,0.727272727,0.181818182,41.45454545,13.81818182,7.545454545,2.363636364,5.545454545,0.272727273,0,0,0,0
2015_13_ATL_TB,2015,13,TB,REG,0,1,1,0,1,0,0,44,10,3,3,6,0,0,0,0,0,19,0,1,4,5,1,48,4,0,0,18,66,14,0.27,0.73,1,0,0,0,0,0,6,6,0,'6-6-0,0.5,0,0.916666667,2,0.833333333,1.333333333,0.666666667,0.166666667,41.66666667,13.5,7.166666667,2.416666667,5.583333333,0.25,0,0,0,0
2015_14_NO_TB,2015,14,TB,REG,0,0,0,0,0,0,0,47,14,13,2,5,0,0,0,0,0,24,0,3,1,4,8,43,4,2,0,33,78,12,0.42,0.55,0,1,0,0,0,0,6,7,0,'6-7-0,0.462,0,0.846153846,1.846153846,0.769230769,1.230769231,0.615384615,0.153846154,42.07692308,13.53846154,7.615384615,2.384615385,5.538461538,0.230769231,0,0,0,0
2015_15_TB_STL,2015,15,TB,REG,0,0,0,0,0,0,0,34,12,0,2,3,0,0,0,0,0,31,0,4,1,6,3,19,5,3,0,30,52,16,0.58,0.37,0,0,0,0,1,0,6,8,0,'6-8-0,0.429,0,0.785714286,1.714285714,0.714285714,1.142857143,0.571428571,0.142857143,41.5,13.42857143,7.071428571,2.357142857,5.357142857,0.214285714,0,0,0,0
2015_16_CHI_TB,2015,16,TB,REG,0,0,2,0,0,2,0,43,18,16,1,2,0,0,0,0,0,26,0,2,4,4,5,28,5,0,0,39,67,15,0.58,0.42,0,1,0,0,0,0,6,9,0,'6-9-0,0.4,0,0.733333333,1.733333333,0.666666667,1.066666667,0.666666667,0.133333333,41.6,13.73333333,7.666666667,2.266666667,5.133333333,0.2,0,0,0,0
2015_17_TB_CAR,2015,17,TB,REG,0,0,3,3,3,0,0,27,24,0,4,5,0,0,0,0,0,38,0,5,1,3,5,30,2,2,0,30,62,11,0.48,0.48,0,0,0,0,1,0,6,10,0,'6-10-0,0.375,0,0.6875,1.8125,0.8125,1.1875,0.625,0.125,40.6875,14.375,7.1875,2.375,5.125,0.1875,0,0,0,0
2015_01_TEN_TB,2015,1,TEN,REG,0,2,2,0,1,1,0,39,8,7,4,6,1,0,0,0,0,15,6,2,0,7,11,37,4,0,0,26,63,13,0.41,0.59,0,0,0,1,0,0,1,0,0,'1-0-0,1,0,2,2,0,1,1,0,39,8,7,4,6,1,0,0,0,0
2015_02_TEN_CLE,2015,2,TEN,REG,0,0,2,0,2,0,0,34,7,0,2,4,0,0,0,0,0,22,0,4,0,3,2,17,6,1,0,29,47,13,0.62,0.36,0,0,0,0,1,0,1,1,0,'1-1-0,0.5,0,1,2,0,1.5,0.5,0,36.5,7.5,3.5,3,5,0.5,0,0,0,0
2015_03_IND_TEN,2015,3,TEN,REG,0,2,1,0,1,0,0,34,8,0,3,4,0,0,0,0,0,29,0,5,0,7,7,33,5,3,0,20,56,17,0.36,0.59,0,1,0,0,0,0,1,2,0,'1-2-0,0.333,0,1.333333333,1.666666667,0,1.333333333,0.333333333,0,35.66666667,7.666666667,2.333333333,3,4.666666667,0.333333333,0,0,0,0
2015_05_BUF_TEN,2015,5,TEN,REG,0,0,1,0,1,0,0,35,8,0,4,4,0,0,0,0,0,14,0,2,0,4,5,22,7,3,0,25,50,13,0.5,0.44,0,1,0,0,0,0,1,3,0,'1-3-0,0.25,0,1,1.5,0,1.25,0.25,0,35.5,7.75,1.75,3.25,4.5,0.25,0,0,0,0
2015_06_MIA_TEN,2015,6,TEN,REG,0,2,0,0,0,0,0,49,7,0,2,3,0,0,0,0,0,32,0,5,1,3,7,31,3,0,0,32,63,12,0.51,0.49,0,1,0,0,0,0,1,4,0,'1-4-0,0.2,0,1.2,1.2,0,1,0.2,0,38.2,7.6,1.4,3,4.2,0.2,0,0,0,0
2015_07_ATL_TEN,2015,7,TEN,REG,0,2,1,0,0,1,0,44,6,0,0,2,0,0,0,0,0,10,0,1,2,2,5,38,4,2,0,29,69,9,0.42,0.55,0,1,0,0,0,0,1,5,0,'1-5-0,0.167,0,1.333333333,1.166666667,0,0.833333333,0.333333333,0,39.16666667,7.333333333,1.166666667,2.5,3.833333333,0.166666667,0,0,0,0
2015_08_TEN_HOU,2015,8,TEN,REG,0,0,0,0,0,0,0,37,13,3,3,6,0,0,0,0,0,20,0,2,2,3,5,38,8,1,0,22,61,15,0.36,0.62,0,0,0,0,1,0,1,6,0,'1-6-0,0.143,0,1.142857143,1,0,0.714285714,0.285714286,0,38.85714286,8.142857143,1.428571429,2.571428571,4.142857143,0.142857143,0,0,0,0
2015_09_TEN_NO,2015,9,TEN,REG,0,1,0,0,0,0,0,49,9,0,4,8,0,0,0,0,0,28,0,4,1,6,7,43,4,2,0,25,70,15,0.36,0.61,0,0,0,1,0,0,2,6,0,'2-6-0,0.25,0,1.125,0.875,0,0.625,0.25,0,40.125,8.25,1.25,2.75,4.625,0.125,0,0,0,0
2015_10_CAR_TEN,2015,10,TEN,REG,0,0,0,0,0,0,0,44,10,0,5,6,0,0,0,0,0,27,0,3,2,3,5,30,4,2,0,32,64,12,0.5,0.47,0,1,0,0,0,0,2,7,0,'2-7-0,0.222,0,1,0.777777778,0,0.555555556,0.222222222,0,40.55555556,8.444444444,1.111111111,3,4.777777778,0.111111111,0,0,0,0
2015_11_TEN_JAX,2015,11,TEN,REG,0,1,1,1,1,0,0,43,4,0,4,6,0,0,0,0,0,19,0,1,4,4,2,35,4,0,0,23,58,13,0.4,0.6,0,0,0,0,1,0,2,8,0,'2-8-0,0.2,0,1,0.8,0.1,0.6,0.2,0,40.8,8,1,3.1,4.9,0.1,0,0,0,0
2015_12_OAK_TEN,2015,12,TEN,REG,0,0,3,2,1,2,0,37,15,0,1,3,0,0,0,0,0,24,0,3,1,4,4,39,4,1,0,29,69,12,0.42,0.57,0,1,0,0,0,0,2,9,0,'2-9-0,0.182,0,0.909090909,1,0.272727273,0.636363636,0.363636364,0,40.45454545,8.636363636,0.909090909,2.909090909,4.727272727,0.090909091,0,0,0,0
2015_13_JAX_TEN,2015,13,TEN,REG,0,0,1,1,0,1,0,30,11,0,2,2,1,0,0,0,0,40,6,5,0,7,0,39,3,1,0,20,60,15,0.33,0.65,1,0,0,0,0,0,3,9,0,'3-9-0,0.25,0,0.833333333,1,0.333333333,0.583333333,0.416666667,0,39.58333333,8.833333333,0.833333333,2.833333333,4.5,0.166666667,0,0,0,0
2015_14_TEN_NYJ,2015,14,TEN,REG,0,0,0,0,0,0,0,38,14,0,1,2,0,0,0,0,0,30,0,3,4,2,3,37,3,0,0,34,71,12,0.48,0.52,0,0,0,0,1,0,3,10,0,'3-10-0,0.231,0,0.769230769,0.923076923,0.307692308,0.538461538,0.384615385,0,39.46153846,9.230769231,0.769230769,2.692307692,4.307692308,0.153846154,0,0,0,0
2015_15_TEN_NE,2015,15,TEN,REG,0,0,0,0,0,0,0,39,12,0,2,4,0,0,0,0,0,27,0,3,5,4,4,37,4,0,0,26,63,16,0.41,0.59,0,0,0,0,1,0,3,11,0,'3-11-0,0.214,0,0.714285714,0.857142857,0.285714286,0.5,0.357142857,0,39.42857143,9.428571429,0.714285714,2.642857143,4.285714286,0.142857143,0,0,0,0
2015_16_HOU_TEN,2015,16,TEN,REG,0,0,2,2,2,0,0,46,8,0,1,1,0,0,0,0,0,28,0,4,2,2,4,27,6,3,0,39,69,14,0.57,0.39,0,1,0,0,0,0,3,12,0,'3-12-0,0.2,0,0.666666667,0.933333333,0.4,0.6,0.333333333,0,39.86666667,9.333333333,0.666666667,2.533333333,4.066666667,0.133333333,0,0,0,0
2015_17_TEN_IND,2015,17,TEN,REG,0,1,1,0,0,1,0,44,9,0,1,5,0,0,0,0,0,24,0,3,3,5,2,39,5,3,0,29,71,16,0.41,0.55,0,0,0,0,1,0,3,13,0,'3-13-0,0.188,0,0.6875,0.9375,0.375,0.5625,0.375,0,40.125,9.3125,0.625,2.4375,4.125,0.125,0,0,0,0
2015_01_MIA_WAS,2015,1,WAS,REG,0,0,2,1,2,0,0,28,16,7,3,4,0,0,0,0,0,11,0,2,1,3,3,37,4,1,0,17,55,10,0.31,0.67,0,1,0,0,0,0,0,1,0,'0-1-0,0,0,0,2,1,2,0,0,28,16,7,3,4,0,0,0,0,0
2015_02_STL_WAS,2015,2,WAS,REG,0,0,2,0,1,1,0,25,10,4,1,5,0,0,0,0,0,10,0,1,1,5,8,33,8,0,0,13,46,15,0.28,0.72,1,0,0,0,0,0,1,1,0,'1-1-0,0.5,0,0,2,0.5,1.5,0.5,0,26.5,13,5.5,2,4.5,0,0,0,0,0
2015_03_WAS_NYG,2015,3,WAS,REG,0,0,0,0,0,0,0,29,25,25,0,2,0,0,0,0,0,30,0,3,3,6,5,32,4,0,0,31,63,16,0.49,0.51,0,0,0,0,1,0,1,2,0,'1-2-0,0.333,0,0,1.333333333,0.333333333,1,0.333333333,0,27.33333333,17,12,1.333333333,3.666666667,0,0,0,0,0
2015_04_PHI_WAS,2015,4,WAS,REG,0,0,2,2,0,2,0,25,12,10,5,8,0,0,0,0,0,20,0,3,1,6,5,33,6,0,0,18,51,16,0.35,0.65,1,0,0,0,0,0,2,2,0,'2-2-0,0.5,0,0,1.5,0.75,0.75,0.75,0,26.75,15.75,11.5,2.25,4.75,0,0,0,0,0
2015_05_WAS_ATL,2015,5,WAS,REG,0,2,3,1,3,0,0,54,6,0,3,5,0,0,0,0,0,19,0,1,4,4,3,46,1,0,0,32,78,10,0.41,0.59,0,0,0,0,1,0,2,3,0,'2-3-0,0.4,0,0.4,1.8,0.8,1.2,0.6,0,32.2,13.8,9.2,2.4,4.8,0,0,0,0,0
2015_06_WAS_NYJ,2015,6,WAS,REG,0,1,2,2,2,0,0,37,21,0,0,4,0,0,0,0,0,40,0,4,3,5,1,26,2,2,0,39,67,14,0.58,0.39,0,0,0,0,1,0,2,4,0,'2-4-0,0.333,0,0.5,1.833333333,1,1.333333333,0.5,0,33,15,7.666666667,2,4.666666667,0,0,0,0,0
2015_07_TB_WAS,2015,7,WAS,REG,0,0,2,1,1,1,0,26,26,10,1,5,0,0,0,0,0,24,0,3,3,6,6,30,2,0,0,30,60,14,0.5,0.5,1,0,0,0,0,0,3,4,0,'3-4-0,0.429,0,0.428571429,1.857142857,1,1.285714286,0.571428571,0,32,16.57142857,8,1.857142857,4.714285714,0,0,0,0,0
2015_09_WAS_NE,2015,9,WAS,REG,0,1,2,1,2,0,0,43,18,0,0,1,0,0,0,0,0,27,0,3,2,3,5,39,2,2,0,35,76,10,0.46,0.51,0,0,0,0,1,0,3,5,0,'3-5-0,0.375,0,0.5,1.875,1,1.375,0.5,0,33.375,16.75,7,1.625,4.25,0,0,0,0,0
2015_10_NO_WAS,2015,10,WAS,REG,0,2,2,0,1,1,0,32,20,5,2,4,1,0,0,0,0,15,6,2,0,9,3,30,4,0,0,25,55,15,0.45,0.55,1,0,0,0,0,0,4,5,0,'4-5-0,0.444,0,0.666666667,1.888888889,0.888888889,1.333333333,0.555555556,0,33.22222222,17.11111111,6.777777778,1.666666667,4.222222222,0.111111111,0,0,0,0
2015_11_WAS_CAR,2015,11,WAS,REG,1,0,1,0,0,1,0,41,20,0,2,3,0,0,0,0,0,44,0,5,3,3,11,36,4,0,0,39,75,15,0.52,0.48,0,0,0,0,1,0,4,6,0,'4-6-0,0.4,0.1,0.6,1.8,0.8,1.2,0.6,0,34,17.4,6.1,1.7,4.1,0.1,0,0,0,0
2015_12_NYG_WAS,2015,12,WAS,REG,0,3,2,0,0,2,1,30,14,5,3,9,0,0,0,0,0,14,0,2,0,5,4,54,7,0,0,13,67,14,0.19,0.81,1,0,0,0,0,0,5,6,0,'5-6-0,0.455,0.090909091,0.818181818,1.818181818,0.727272727,1.090909091,0.727272727,0.090909091,33.63636364,17.09090909,6,1.818181818,4.545454545,0.090909091,0,0,0,0
2015_13_DAL_WAS,2015,13,WAS,REG,0,0,5,4,5,0,0,33,12,5,1,1,0,0,0,0,0,19,0,1,4,4,6,30,4,0,0,24,54,13,0.44,0.56,0,1,0,0,0,0,5,7,0,'5-7-0,0.417,0.083333333,0.75,2.083333333,1,1.416666667,0.666666667,0.083333333,33.58333333,16.66666667,5.916666667,1.75,4.25,0.083333333,0,0,0,0
2015_14_WAS_CHI,2015,14,WAS,REG,0,0,1,1,1,0,0,42,2,0,3,4,0,0,0,0,0,21,0,3,1,5,6,34,5,0,0,22,56,14,0.39,0.61,0,0,0,1,0,0,6,7,0,'6-7-0,0.462,0.076923077,0.692307692,2,1,1.384615385,0.615384615,0.076923077,34.23076923,15.53846154,5.461538462,1.846153846,4.230769231,0.076923077,0,0,0,0
2015_15_BUF_WAS,2015,15,WAS,REG,0,0,2,1,1,1,0,39,14,4,5,8,0,0,0,0,0,25,0,2,1,6,5,32,4,0,0,32,64,13,0.5,0.5,1,0,0,0,0,0,7,7,0,'7-7-0,0.5,0.071428571,0.642857143,2,1,1.357142857,0.642857143,0.071428571,34.57142857,15.42857143,5.357142857,2.071428571,4.5,0.071428571,0,0,0,0
2015_16_WAS_PHI,2015,16,WAS,REG,0,0,6,2,3,3,0,54,4,0,5,10,1,0,0,0,0,25,6,3,1,7,9,61,7,0,0,16,77,18,0.21,0.79,0,0,0,1,0,0,8,7,0,'8-7-0,0.533,0.066666667,0.6,2.266666667,1.066666667,1.466666667,0.8,0.066666667,35.86666667,14.66666667,5,2.266666667,4.866666667,0.133333333,0,0,0,0
2015_17_WAS_DAL,2015,17,WAS,REG,0,2,2,2,1,1,1,48,7,2,4,6,0,0,0,0,0,21,0,3,0,8,1,52,5,0,0,16,68,16,0.24,0.76,0,0,0,1,0,0,9,7,0,'9-7-0,0.562,0.0625,0.6875,2.25,1.125,1.4375,0.8125,0.125,36.625,14.1875,4.8125,2.375,4.9375,0.125,0,0,0,0
2015_18_GB_WAS,2015,18,WAS,POST,1,0,1,1,1,0,0,35,16,7,1,2,0,0,0,0,0,35,0,3,2,4,5,38,4,1,0,31,70,13,0.44,0.54,0,1,0,0,0,0,9,8,0,'9-8-0,0.529,0.117647059,0.647058824,2.176470588,1.117647059,1.411764706,0.764705882,0.117647059,36.52941176,14.29411765,4.941176471,2.294117647,4.764705882,0.117647059,0,0,0,0
2016_01_NE_ARI,2016,1,ARI,REG,0,0,3,2,2,1,0,51,5,1,2,4,0,0,0,0,0,23,0,2,3,4,8,35,2,1,0,30,66,11,0.45,0.53,0,1,0,0,0,0,0,1,0,'0-1-0,0,0,0,3,2,2,1,0,51,5,1,2,4,0,0,0,0,0
2016_02_TB_ARI,2016,2,ARI,REG,0,4,1,1,0,1,0,48,5,2,3,8,1,0,0,0,0,8,6,1,1,8,4,55,6,1,0,20,76,16,0.26,0.72,1,0,0,0,0,0,1,1,0,'1-1-0,0.5,0,2,2,1.5,1,1,0,49.5,5,1.5,2.5,6,0.5,0,0,0,0
2016_03_ARI_BUF,2016,3,ARI,REG,1,1,3,0,2,1,1,37,12,10,4,6,0,0,0,0,0,27,0,4,2,4,5,29,5,2,0,30,61,15,0.49,0.48,0,0,0,0,1,0,1,2,0,'1-2-0,0.333,0.333333333,1.666666667,2.333333333,1,1.333333333,1,0.333333333,45.33333333,7.333333333,4.333333333,3,6,0.333333333,0,0,0,0
2016_04_LA_ARI,2016,4,ARI,REG,0,0,1,1,1,0,0,42,2,1,2,3,0,0,0,0,0,17,0,2,1,4,6,32,6,1,0,22,55,13,0.4,0.58,0,1,0,0,0,0,1,3,0,'1-3-0,0.25,0.25,1.25,2,1,1.25,0.75,0.25,44.5,6,3.5,2.75,5.25,0.25,0,0,0,0
2016_05_ARI_SF,2016,5,ARI,REG,1,2,2,1,2,0,0,50,13,6,7,7,0,0,0,0,0,21,0,3,0,6,5,38,7,0,0,36,74,16,0.49,0.51,0,0,0,1,0,0,2,3,0,'2-3-0,0.4,0.4,1.4,2,1,1.4,0.6,0.2,45.6,7.4,4,3.6,5.6,0.2,0,0,0,0
2016_06_NYJ_ARI,2016,6,ARI,REG,0,2,1,0,1,0,0,37,2,1,1,6,0,0,0,0,0,3,0,0,1,5,8,38,7,0,0,14,52,13,0.27,0.73,1,0,0,0,0,0,3,3,0,'3-3-0,0.5,0.333333333,1.5,1.833333333,0.833333333,1.333333333,0.5,0.166666667,44.16666667,6.5,3.5,3.166666667,5.666666667,0.166666667,0,0,0,0
2016_07_SEA_ARI,2016,7,ARI,REG,0,0,2,0,2,0,0,49,3,2,1,5,0,0,0,0,0,6,0,0,3,3,7,38,9,0,0,19,57,15,0.33,0.67,0,1,0,0,0,0,3,4,0,'3-4-0,0.429,0.285714286,1.285714286,1.857142857,0.714285714,1.428571429,0.428571429,0.142857143,44.85714286,6,3.285714286,2.857142857,5.571428571,0.142857143,0,0,0,0
2016_08_ARI_CAR,2016,8,ARI,REG,0,0,1,1,1,0,0,31,20,0,1,4,0,0,0,0,0,24,0,3,3,4,5,28,3,0,0,36,64,13,0.56,0.44,0,0,0,0,1,0,3,5,0,'3-5-0,0.375,0.25,1.125,1.75,0.75,1.375,0.375,0.125,43.125,7.75,2.875,2.625,5.375,0.125,0,0,0,0
2016_10_SF_ARI,2016,10,ARI,REG,0,0,0,0,0,0,0,43,6,2,3,6,0,0,0,0,0,20,0,2,2,4,3,33,7,0,0,28,61,15,0.46,0.54,1,0,0,0,0,0,4,5,0,'4-5-0,0.444,0.222222222,1,1.555555556,0.666666667,1.222222222,0.333333333,0.111111111,43.11111111,7.555555556,2.777777778,2.666666667,5.444444444,0.111111111,0,0,0,0
2016_11_ARI_MIN,2016,11,ARI,REG,0,0,1,1,1,0,0,39,7,0,2,7,0,0,0,0,0,24,0,4,1,5,7,30,4,1,0,23,54,14,0.43,0.56,0,0,0,0,1,0,4,6,0,'4-6-0,0.4,0.2,0.9,1.5,0.7,1.2,0.3,0.1,42.7,7.5,2.5,2.6,5.6,0.1,0,0,0,0
2016_12_ARI_ATL,2016,12,ARI,REG,0,1,0,0,0,0,0,51,3,1,3,6,0,0,0,0,0,38,0,5,1,4,4,37,2,2,0,28,67,12,0.42,0.55,0,0,0,0,1,0,4,7,0,'4-7-0,0.364,0.181818182,0.909090909,1.363636364,0.636363636,1.090909091,0.272727273,0.090909091,43.45454545,7.090909091,2.363636364,2.636363636,5.636363636,0.090909091,0,0,0,0
2016_13_WAS_ARI,2016,13,ARI,REG,0,1,2,1,2,0,0,38,5,1,2,8,0,0,0,0,0,23,0,2,3,6,7,39,2,1,0,17,57,13,0.3,0.68,1,0,0,0,0,0,5,7,0,'5-7-0,0.417,0.166666667,0.916666667,1.416666667,0.666666667,1.166666667,0.25,0.083333333,43,6.916666667,2.25,2.583333333,5.833333333,0.083333333,0,0,0,0
2016_14_ARI_MIA,2016,14,ARI,REG,0,1,4,1,1,3,1,48,4,1,1,4,0,0,0,0,0,24,0,3,1,5,6,26,8,0,0,31,57,17,0.54,0.46,0,0,0,0,1,0,5,8,0,'5-8-0,0.385,0.153846154,0.923076923,1.615384615,0.692307692,1.153846154,0.461538462,0.153846154,43.38461538,6.692307692,2.153846154,2.461538462,5.692307692,0.076923077,0,0,0,0
2016_15_NO_ARI,2016,15,ARI,REG,0,0,1,1,1,0,0,64,2,0,3,4,1,0,0,0,0,49,6,6,2,7,5,51,1,2,0,30,83,16,0.36,0.61,0,1,0,0,0,0,5,9,0,'5-9-0,0.357,0.142857143,0.857142857,1.571428571,0.714285714,1.142857143,0.428571429,0.142857143,44.85714286,6.357142857,2,2.5,5.571428571,0.142857143,0,0,0,0
2016_16_ARI_SEA,2016,16,ARI,REG,0,0,1,1,0,1,0,43,17,0,6,13,0,0,0,0,0,31,0,3,2,6,5,52,4,0,0,27,79,15,0.34,0.66,0,0,0,1,0,0,6,9,0,'6-9-0,0.4,0.133333333,0.8,1.533333333,0.733333333,1.066666667,0.466666667,0.133333333,44.73333333,7.066666667,1.866666667,2.733333333,6.066666667,0.133333333,0,0,0,0
2016_17_ARI_LA,2016,17,ARI,REG,0,2,5,1,5,0,1,49,8,3,7,8,1,0,0,0,0,7,6,0,2,8,8,35,7,0,0,22,57,17,0.39,0.61,0,0,0,1,0,0,7,9,0,'7-9-0,0.438,0.125,0.875,1.75,0.75,1.3125,0.4375,0.1875,45,7.125,1.9375,3,6.1875,0.1875,0,0,0,0
2016_01_TB_ATL,2016,1,ATL,REG,0,1,0,0,0,0,0,41,8,2,0,6,0,0,0,0,0,31,0,4,1,6,5,32,5,2,0,26,60,16,0.43,0.53,0,1,0,0,0,0,0,1,0,'0-1-0,0,0,1,0,0,0,0,0,41,8,2,0,6,0,0,0,0,0
2016_02_ATL_OAK,2016,2,ATL,REG,0,0,1,0,0,1,0,51,10,5,1,2,0,0,0,0,0,28,0,4,1,7,8,46,4,0,0,25,71,16,0.35,0.65,0,0,0,1,0,0,1,1,0,'1-1-0,0.5,0,0.5,0.5,0,0,0.5,0,46,9,3.5,0.5,4,0,0,0,0,0
2016_03_ATL_NO,2016,3,ATL,REG,0,1,0,0,0,0,0,50,6,0,2,4,1,0,0,0,0,33,6,3,1,8,3,56,2,0,0,24,80,14,0.3,0.7,0,0,0,1,0,0,2,1,0,'2-1-0,0.667,0,0.666666667,0.333333333,0,0,0.333333333,0,47.33333333,8,2.333333333,1,4,0.333333333,0,0,0,0
2016_04_CAR_ATL,2016,4,ATL,REG,0,2,0,0,0,0,0,40,9,2,1,8,1,0,0,0,0,28,6,2,1,9,9,50,6,0,0,15,65,18,0.23,0.77,1,0,0,0,0,0,3,1,0,'3-1-0,0.75,0,1,0.25,0,0,0.25,0,45.5,8.25,2.25,1,5,0.5,0,0,0,0
2016_05_ATL_DEN,2016,5,ATL,REG,0,1,3,0,3,0,0,37,15,4,6,7,0,0,0,0,0,16,0,1,3,6,6,40,6,0,1,24,65,16,0.37,0.62,0,0,0,1,0,0,4,1,0,'4-1-0,0.8,0,1,0.8,0,0.6,0.2,0,43.8,9.6,2.6,2,5.4,0.4,0,0,0,0
2016_06_ATL_SEA,2016,6,ATL,REG,0,0,3,0,3,0,0,24,28,0,1,5,0,0,0,0,0,26,0,3,3,5,2,38,5,3,0,24,65,16,0.37,0.58,0,0,0,0,1,0,4,2,0,'4-2-0,0.667,0,0.833333333,1.166666667,0,1,0.166666667,0,40.5,12.66666667,2.166666667,1.833333333,5.333333333,0.333333333,0,0,0,0
2016_07_SD_ATL,2016,7,ATL,REG,0,1,1,1,1,0,0,45,11,2,4,6,1,0,0,0,0,34,6,3,4,7,3,49,2,1,0,25,75,16,0.33,0.65,0,1,0,0,0,0,4,3,0,'4-3-0,0.571,0,0.857142857,1.142857143,0.142857143,1,0.142857143,0,41.14285714,12.42857143,2.142857143,2.142857143,5.428571429,0.428571429,0,0,0,0
2016_08_GB_ATL,2016,8,ATL,REG,0,0,1,0,1,0,1,38,7,3,3,4,0,0,0,0,0,32,0,3,1,7,2,41,3,0,0,20,61,14,0.33,0.67,1,0,0,0,0,0,5,3,0,'5-3-0,0.625,0,0.75,1.125,0.125,1,0.125,0.125,40.75,11.75,2.25,2.25,5.25,0.375,0,0,0,0
2016_09_ATL_TB,2016,9,ATL,REG,0,0,2,2,2,0,0,40,13,13,2,7,0,0,0,0,0,28,0,2,0,9,10,51,3,0,0,21,72,14,0.29,0.71,0,0,0,1,0,0,6,3,0,'6-3-0,0.667,0,0.666666667,1.222222222,0.333333333,1.111111111,0.111111111,0.111111111,40.66666667,11.88888889,3.444444444,2.222222222,5.444444444,0.333333333,0,0,0,0
2016_10_ATL_PHI,2016,10,ATL,REG,0,0,2,1,2,0,0,58,4,0,2,2,0,0,0,0,0,24,0,1,5,5,10,38,2,3,0,36,77,13,0.47,0.49,0,0,0,0,1,0,6,4,0,'6-4-0,0.6,0,0.6,1.3,0.4,1.2,0.1,0.1,42.4,11.1,3.1,2.2,5.1,0.3,0,0,0,0
2016_12_ARI_ATL,2016,12,ATL,REG,0,1,1,0,0,1,0,33,8,2,2,9,0,0,0,0,0,19,0,1,2,7,4,48,4,0,0,14,62,14,0.23,0.77,1,0,0,0,0,0,7,4,0,'7-4-0,0.636,0,0.636363636,1.272727273,0.363636364,1.090909091,0.181818182,0.090909091,41.54545455,10.81818182,3,2.181818182,5.454545455,0.272727273,0,0,0,0
2016_13_KC_ATL,2016,13,ATL,REG,0,0,1,1,1,0,0,36,9,2,1,1,0,0,0,0,0,21,0,4,0,6,4,26,3,3,0,19,48,13,0.4,0.54,0,1,0,0,0,0,7,5,0,'7-5-0,0.583,0,0.583333333,1.25,0.416666667,1.083333333,0.166666667,0.083333333,41.08333333,10.66666667,2.916666667,2.083333333,5.083333333,0.25,0,0,0,0
2016_14_ATL_LA,2016,14,ATL,REG,0,2,3,3,2,1,0,41,11,3,3,6,2,0,0,0,0,16,12,2,0,7,7,44,7,0,0,23,67,16,0.34,0.66,0,0,0,1,0,0,8,5,0,'8-5-0,0.615,0,0.692307692,1.384615385,0.615384615,1.153846154,0.230769231,0.076923077,41.07692308,10.69230769,2.923076923,2.153846154,5.153846154,0.384615385,0,0,0,0
